date,site_frame,level,pos,comp,live,dead,flower,sp_live,ht1,cut1,ht2,cut2,ht3,cut3,ht4,cut4,ht5,cut5,ht6,cut6,ht7,cut7,ht8,ht9,ht10,ht11,ht12,ht13,ht14,ht15,ht16,ht17,ht18,ht19,ht20,ht21,ht22,ht23,ht24,ht25,ht26,ht27,ht28,ht29,ht30,ht31,ht32,ht33,ht34,ht35,ht36,ht37,ht38,ht39,ht40,ht41,notes
8/12/2019,gcrew_2,2,2,1,13,1,,1,54,,35,,47,,20,,50,,30,,36,,37,24,15,55,42,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,2,2,1,19,1,0,1,54,,48,,53,,48,,50.5,,44,,56,,43.5,38,51,57,44,62.5,57,30,4.5,6.5,4,3,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,2,2,1,20,1,0,1,53.5,,47.5,,52.5,,29.5,,49,,38.5,,51,,44,30.5,38,15,56,43,37.5,56.5,43.5,62,51,41,57,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,2,3,0,1,1,0,0,7.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,2,3,0,2,1,,0,30,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,2,3,0,5,1,,0,30.5,,39.5,,32,,21,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,2,3,0,7,1,,0,29,,39,,42,,5,,33,,17,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,2,3,0,11,1,0,0,30.5,,40.5,,43.5,,47,,51,,35.5,,21,,45.5,21,48,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,2,3,0,13,0,0,0,30.5,,40,,43.5,,47,,51,,46.5,,42,,45.5,45.5,48,50,10,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,2,4,0,3,0,0,0,28.5,0,21,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,2,4,0,6,0,,0,53,,35.5,,40,,49.5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing height of 1 stem
7/30/2019,gcrew_2,2,4,0,9,0,1,0,52,,63,,55,,16,,20,,20,,30,,50.5,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,2,4,0,12,0,,0,51,,63,,54,,20,,19,,45,,45.5,,29,45,50,31,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,2,4,0,18,1,0,0,52,,63,,54.5,,58.5,,24.5,,53.5,,18,,55,20,56,23.5,52,50.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,2,4,0,20,0,0,0,52,,62.5,,54,,58.5,,45,,53.5,,40,,40,54.5,50.5,54.5,49,50.5,34.5,55.5,47,54,51,7.5,7,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,2,5,1,7,0,1,1,9,0,4,0,28,0,2,0,25,0,27,0,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flower
7/15/19,gcrew_2,2,5,1,13,0,4,1,57.5,,44,,42,,11,,50,,27.5,,25,,42,27,20,5,4.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,2,5,1,16,0,3,1,55.5,,44.5,,49,,32,,49,,26,,31.5,,49,50.5,63,24.5,27,33.5,47.5,35,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,2,5,1,16,1,,1,55,,45,,50,,57,,50,,27,,33,,50,55,64,52,50,45,48,34,12,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,2,5,1,18,2,0,1,55.5,,44.5,,48.5,,50,,55,,45,,33,,52.5,54,50,51,49.5,53,8,36,50,23,47,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,2,5,1,21,1,0,1,55,,44.5,,48.5,,54.5,,50,,32.5,,54,,50,62.5,49.5,51,32.5,48.5,53,46.5,45.5,51,50,6,6,8,,,,,,,,,,,,,,,,,,,,,spartina flowers = 2
7/1/2019,gcrew_2,2,6,0,2,0,0,0,5,1,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,2,6,0,1,1,,0,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,2,6,0,3,1,,0,50,,34.5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,2,6,0,4,1,,0,51,,63,,29,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,2,6,0,8,1,0,0,49,,62,,31,,42.5,,70.5,,61.5,,69.5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,2,6,0,9,1,0,0,48.5,,61.5,,22,,70.5,,54,,60.5,,67,,69,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,2,7,1,1,1,0,1,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,2,7,1,1,1,,1,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,2,7,1,2,1,,1,21,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,2,7,1,5,1,,1,21,,4,,41,,22,,7,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,2,7,1,4,2,1,1,41,,53,,44.5,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,2,7,1,6,2,0,1,41,,53,,45.5,,31.5,,48,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,2,8,0,1,1,0,0,17.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,2,8,0,3,1,,0,40.5,,16.5,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,2,8,0,8,0,,0,53.5,,60.5,,40,,6.5,,0.5,,35.5,,9.5,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,2,8,0,12,1,2,0,54,,62,,41,,11,,4,,40,,34,,53,45,62,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,2,8,0,13,2,0,0,63,,56,,53,,22,,7,,31.5,,55,,49.5,53.5,39,62.5,63.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,2,8,0,14,2,0,0,62.5,,53.5,,50,,56,,54,,47,,49.5,,55.5,22,32,43.5,63.5,62,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,3,1,0,2,0,0,0,9.5,1,23.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,3,1,0,6,0,,0,27,,47,,48,,15.5,,7.5,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,3,1,0,10,1,,0,62,,51.5,,39,,51,,27,,6.5,,13.5,,22,21,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B bent; Y bent
8/12/2019,gcrew_2,3,1,0,11,0,,0,59,,53,,39,,47,,56,,56,,53.5,,51,50.5,59,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,3,1,0,19,2,0,0,61,,47,,38.5,,27.5,,56,,62,,59,,59,47,53.5,64,60,26,61,51,49,60,48.5,2.5,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,3,1,0,20,1,0,0,60.5,,60,,52,,53.5,,64,,62,,62,,57.5,59.5,59,58,57.5,43,38,65,59.5,49,9.5,52,19.5,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,3,2,0,2,0,0,0,13.5,1,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,3,2,0,5,0,,0,46,,52,,15.5,,4,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,3,2,0,6,1,,0,58.5,,52,,64,,13,,53,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,3,2,0,10,1,,0,59,,51,,64,,20,,25,,53,,65,,46.5,48,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,3,2,0,14,0,0,0,59,,52,,67,,19.5,,18,,60,,36,,75,65.5,70,77,64.5,42,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,3,2,0,15,2,0,0,58,,66.5,,10,,60.5,,60.5,,57.5,,76,,26,70,64.5,59.5,76.5,64,65,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,3,3,1,1,1,0,1,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,3,3,1,1,1,,1,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,3,3,1,3,1,,1,39.5,,37,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,3,3,1,5,1,,1,40,,59,,39,,31.5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,3,3,1,9,1,0,1,58.5,,24.5,,63.5,,35,,66,,65.5,,67.5,,37.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,3,3,1,13,1,0,1,58,,63,,23.5,,45.5,,26,,68,,64,,17,68.5,60,25.5,17.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,3,4,1,1,1,0,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,3,4,1,4,1,,1,31.5,,30.5,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,3,4,1,8,0,,1,53.5,,30,,41,,25,,8,,33,,14.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,3,4,1,9,0,,1,52.5,,45.5,,32,,29,,47.5,,19,,45,,46,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,3,4,1,12,1,0,1,53,,46,,50.5,,50.5,,41,,45.5,,52,,41.5,50.5,44,22,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,3,4,1,14,1,0,1,52.5,,45.5,,61,,50,,45.5,,50,,31.5,,51.5,50,7,45.5,53,10,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,3,5,1,1,1,0,1,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,3,5,1,4,1,,1,39,,10.5,,39,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,3,5,1,7,1,,1,54.5,,58.5,,38,,38,,32.5,,48.5,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,3,5,1,12,1,,1,54,,59,,37,,57,,37,,9,,57,,55,63,43,48,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,3,5,1,19,1,0,1,53.5,,57.5,,54,,20,,57,,52,,37.5,,29,60.5,64,50.5,64,51,56.5,56,40,6,14,18.5,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,3,5,1,20,1,0,1,58,,54,,44,,56.5,,51,,67,,60,,54,63.5,55,51.5,64,56.5,50,13.5,19,57,56,67.5,52,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,3,6,0,3,1,2,0,26,0,13,0,35.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flower(2)
7/15/19,gcrew_2,3,6,0,7,1,2,0,43.5,,55.5,,60,,14,,3,,36,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,3,6,0,15,1,2,0,69,,57.5,,60,,19,,59,,31.5,,7,,48.5,36,43,68.5,5,6.5,1.5,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1 stem growing outside
8/12/2019,gcrew_2,3,6,0,18,1,3,0,68,,56,,66,,55,,19,,61,,50,,30,57,28,64,38,42,19,35,69,42,3.5,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,3,6,0,25,1,0,0,68,,57,,59,,54,,53.5,,59,,63,,56,39,63,63,64.5,45,65.5,63,62.5,69,59,64,63,5.5,28,58.5,4,3,,,,,,,,,,,,,,,,,dh = 1
9/17/2019,gcrew_2,3,6,0,26,2,0,0,67.5,,54.5,,52.5,,59,,52.5,,19,,60,,62,11.5,55.5,64.5,63,59,22,58,64.5,63,63.5,29,62,42,68,62.5,65,64.5,8,,,,,,,,,,,,,,,,dh = 1
7/1/2019,gcrew_2,3,7,0,3,0,0,0,15,0,28.5,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,3,7,0,6,0,,0,43.5,,63.5,,29,,26.5,,39.5,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,3,7,0,8,0,1,0,80.5,,64,,67.5,,32,,24.5,,39,,47,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,3,7,0,12,1,,0,78,,63,,69,,32,,16,,62,,14,,31,57,59,9.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,3,7,0,15,2,1,0,79.5,,63.5,,67.5,,40,,33,,69.5,,44,,48.5,41,40,71,57.5,57,11,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,3,7,0,16,1,0,0,79.5,,63,,68.5,,51.5,,29.5,,68.5,,43.5,,48,58.5,20,70,32.5,50,56.5,64,57,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,3,8,0,2,1,0,0,42.5,0,13.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,3,8,0,6,1,,0,61,,50,,26.5,,48.5,,18,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,3,8,0,8,1,,0,61,,62,,65,,46.5,,60,,62.5,,37.5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,3,8,0,14,1,,0,61,,61.5,,47,,21,,9,,14,,67,,71,62,20,32,5,29,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,3,8,0,18,1,1,0,61,,62,,67.5,,56.5,,15.5,,21,,71.5,,37.5,49.5,60,70,26.5,67,66.5,38.5,61,64,5,,,,,,,,,,,,,,,,,,,,,,,,broken stem ht8 in possession
9/17/2019,gcrew_2,3,8,0,19,1,0,0,61,,62,,67,,56,,53,,51.5,,71,,38,49.5,62,70.5,54,36,69,65.5,65,61,50.5,4.5,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,4,1,0,2,0,0,0,5,1,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,4,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,4,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,4,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,4,2,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,4,2,0,4,1,,0,29,,11,,3.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,4,2,0,7,0,,0,31,,14,,49,,12,,14.5,,34,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,4,2,0,11,1,,0,57.5,,31,,15,,55,,47,,31,,55,,35,13,53,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,4,2,0,19,1,0,0,56,,54.5,,35,,62,,53.5,,61.5,,65.5,,54,44.5,55,50,55,39,49.5,31.5,36.5,8.5,8,48.5,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,4,2,0,20,2,0,0,56,,62.5,,39,,55,,61.5,,62,,55.5,,55,65.5,44.5,55,50,51.5,49,47,66.5,55,49,47,46,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,4,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,4,3,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,4,3,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,4,3,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,4,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,4,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,4,4,1,3,0,0,1,6,1,1.5,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,4,4,1,3,1,,1,24.5,,35,,1,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,4,4,1,6,1,,1,49,,43.5,,18,,16,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,4,4,1,10,2,,1,49,,60,,59,,33,,10,,43,,47,,59,13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R bent
9/5/2019,gcrew_2,4,4,1,16,3,0,1,59.5,,61,,57,,58,,63.5,,26,,35,,29,33,59.5,48,49,73,61,62,8,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,4,4,1,21,2,0,1,59,,20,,58.5,,63,,64.5,,55.5,,41.5,,60,14.5,10.5,28.5,44,44.5,25.5,47,59.5,55,72.5,60,61,10,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,4,5,1,3,0,0,1,28.5,1,35,0,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,4,5,1,7,0,,1,56,,49,,19,,56.5,,15,,9,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,4,5,1,7,1,,1,67,,64,,48,,56,,53.5,,46.5,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y new today
8/12/2019,gcrew_2,4,5,1,12,1,,1,66,,62,,47,,55,,52,,15,,59,,54,53,49,71,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,4,5,1,18,1,0,1,55,,62,,46.5,,55,,50,,83.5,,41.5,,50.5,69,60,49,24,71,75.5,76,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,4,5,1,15,5,0,0,28,,77.5,,75,,83.5,,50,,25,,12,,16,69,75.5,19.5,22.5,70,79.5,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,4,6,0,3,0,0,0,42,0,32,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,4,6,0,6,0,,0,65,,42.5,,29,,15.5,,64,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,4,6,0,9,1,,0,64.5,,74.5,,81,,10,,51.5,,38.5,,64,,50.5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,4,6,0,14,1,,0,64,,75,,82,,52,,62,,10,,72,,63,64,56,45.5,45,76.5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,4,6,0,18,2,0,0,63,,74,,81,,61,,22,,69.5,,67.5,,72,71.5,68.5,47,68.5,50,43,67.5,52,22,35,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,4,6,0,18,4,0,0,73,,80.5,,71,,71.5,,70,,66.5,,64.5,,71,54,45,78.5,60,68,79.5,80,75,76.5,3,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,4,7,0,3,0,0,0,8,1,30.5,0,28.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,4,7,0,9,0,,0,57.5,,50,,15.5,,30,,7.5,,15.5,,54,,7.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,4,7,0,13,0,,0,61,,53.5,,52,,57,,51,,62.5,,62.5,,16,30,39.5,8,12,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,4,7,0,19,1,,0,63,,54,,52,,9,,30,,38,,54,,43,20,53,27,23,55,63,62,67,57,55.5,3.5,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,4,7,0,28,2,0,0,62.5,,51,,54.5,,53.5,,64.5,,70.5,,59,,66,57.5,63,52.5,61,60,57,20,39.5,52,66.5,15,52.5,58,44,58.5,21,3,2,10.5,3,,,,,,,,,,,,,,
9/17/2019,gcrew_2,4,7,0,26,3,0,0,51.5,,57,,56.5,,57,,56.5,,55.5,,52,,55,61,60,63.5,50.5,62,53.5,40.5,73.5,63,53,69.5,56,36.5,64.5,60,65,36,31.5,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,4,8,1,2,1,0,1,41,0,19.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,4,8,1,6,0,,1,76.5,,47,,39.5,,40,,5,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2019,gcrew_2,4,8,1,9,0,,1,76.5,,55.5,,81,,12,,77,,56.5,,32.5,,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2019,gcrew_2,4,8,1,12,1,1,1,76,,54,,80,,13,,37,,78,,28.5,,41.5,62,43.5,84,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,4,8,1,19,1,0,1,75.5,,54.5,,78,,55,,52.5,,49,,77,,24.5,71,70.5,81,90.5,78,49,93,90.5,17,61.5,2,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,4,8,1,20,2,0,0,69,,47.5,,55,,93,,70.5,,90,,78,,81.5,79,92,86,90,77,59.5,25,17,52.5,65.5,16,7.5,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,5,1,0,2,1,0,0,6,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,5,1,0,3,1,,0,15.5,,24.5,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,gcrew_2,5,1,0,4,1,,0,13.5,,47.5,,47.5,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not tracking marks
8/14/2019,gcrew_2,5,1,0,7,1,,0,5,,55,,34,,30,,65,,46,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,5,1,0,10,1,0,0,42.5,,54,,50.5,,64,,53,,73,,66.5,,62,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,5,1,0,10,1,0,0,44,,53.5,,4,,53,,77,,67.5,,71.5,,59,55.5,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,5,2,1,1,1,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,5,2,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,gcrew_2,5,2,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2019,gcrew_2,5,2,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,gcrew_2,5,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2019,gcrew_2,5,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2019,gcrew_2,5,3,1,1,0,0,1,13.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/19,gcrew_2,5,3,1,1,1,,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2019,gcrew_2,5,3,1,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
