pot_no,stem_no,tot_ht,grn_ht,mid_wd,bas_wd,cut,bent,twist,dh,color,allom,epi,porom,notes
1973,12,51.5,50.5,2.2,2.5,0,0,0,0,0,0,0,0,
1974,20,51.5,50.5,3.2,3.6,0,0,1,0,0,0,0,0,
1976,5,51.5,50.5,4.0,4.6,0,0,1,0,0,0,0,0,
1976,7,51.5,51.0,3.2,3.6,0,0,0,0,0,0,0,0,
1976,15,51.5,51.0,2.9,3.5,1,0,0,0,0,0,0,0,
1976,20,51.5,48.0,3.6,4.2,0,1,0,0,0,0,0,0,
1980,3,51.5,49.0,4.1,5.5,0,0,0,0,0,2,0,0,
1983,15,51.5,51.0,3.5,4.2,0,0,0,0,0,0,0,0,
27,8,52.0,52.0,4.4,4.9,0,0,0,0,0,0,0,0,
30,9,52.0,51.5,3.5,4.3,0,0,0,0,0,0,0,0,
40,9,52.0,50.0,3.3,4.0,0,0,0,0,0,0,0,0,
52,11,52.0,50.5,2.7,3.1,0,0,1,0,0,0,0,0,
59,16,52.0,49.0,2.4,2.4,0,0,1,0,0,0,0,0,
59,19,52.0,51.5,1.8,1.9,0,0,0,0,0,0,0,0,
62,5,52.0,51.0,3.6,3.7,0,0,1,0,0,0,0,0,
65,3,52.0,52.0,4.3,4.5,0,0,0,0,0,0,0,0,
69,5,52.0,51.0,3.6,3.8,0,0,0,0,0,1,0,0,
79,5,52.0,52.0,3.9,4.7,0,0,0,0,0,0,0,0,
102,8,52.0,51.5,5.1,5.4,0,0,0,0,0,0,0,0,
107,22,52.0,51.5,2.7,3.3,0,0,0,0,0,0,0,0,
114,14,52.0,51.0,4.4,5.2,0,0,0,0,0,0,0,0,
119,13,52.0,52.0,3.8,4.7,0,0,0,0,0,0,0,0,
124,14,52.0,51.0,4.2,4.9,0,0,0,0,0,0,0,0,
145,7,52.0,52.0,2.4,2.7,0,0,0,0,0,0,0,0,
150,13,52.0,49.5,3.2,3.3,0,0,1,0,0,0,0,0,
156,3,52.0,52.0,5.0,5.4,0,0,0,0,0,0,1,1,
159,7,52.0,47.0,2.4,2.5,0,0,0,0,r,0,0,0,
159,14,52.0,51.5,2.0,1.9,0,0,1,0,0,0,0,0,
163,16,52.0,50.5,3.0,3.3,0,0,0,0,0,0,0,0,
175,3,52.0,51.5,3.6,4.5,0,0,0,0,0,0,0,0,
200,2,52.0,50.0,2.4,2.3,0,0,0,0,0,2,0,0,
201,4,52.0,51.0,3.8,3.9,0,0,1,0,0,1,0,0,
201,11,52.0,51.5,2.7,3.2,0,0,1,0,0,0,0,0,
207,6,52.0,51.5,2.8,3.1,0,0,1,0,0,0,0,0,
209,15,52.0,52.0,3.1,3.6,0,0,0,0,0,0,0,0,
213,12,52.0,50.5,2.4,2.4,0,0,0,0,0,0,0,0,
214,18,52.0,52.0,3.4,3.8,0,0,0,0,0,0,0,0,
222,19,52.0,52.0,5.4,6.2,0,0,0,0,0,0,0,0,
249,16,52.0,51.5,4.1,4.3,0,0,0,0,0,0,0,0,
250,10,52.0,50.5,1.9,2.3,0,0,1,0,0,0,0,0,
255,24,52.0,51.5,3.2,3.8,0,0,0,0,0,0,0,0,
256,23,52.0,50.5,2.1,2.3,0,0,0,0,0,0,0,0,
258,16,52.0,51.5,3.4,4.0,0,0,0,0,0,0,0,0,
263,11,52.0,51.5,4.4,4.7,0,0,1,0,0,0,0,0,
263,18,52.0,51.0,2.9,3.4,0,0,1,0,0,0,0,0,
263,31,52.0,50.5,2.1,2.2,0,0,0,0,0,0,0,0,
268,2,52.0,51.5,2.9,3.1,0,0,0,0,0,0,0,0,
291,17,52.0,50.5,2.6,2.7,0,0,1,0,0,0,0,0,
293,16,52.0,51.5,3.3,3.6,0,0,0,0,0,1,0,0,
296,15,52.0,51.0,3.0,3.2,0,0,1,0,0,0,1,0,
298,1,52.0,30.0,3.0,3.0,0,0,0,0,r,0,0,0,
304,7,52.0,52.0,3.9,3.9,0,0,1,0,0,0,0,0,
311,42,52.0,47.5,2.4,2.1,0,0,0,0,0,0,0,0,
312,19,52.0,50.5,3.1,3.6,0,0,0,0,0,0,0,0,
338,8,52.0,51.0,2.5,2.5,0,0,0,0,0,0,0,0,
339,1,52.0,2.7,2.8,0.0,0,0,0,0,y,0,0,0,
342,13,52.0,50.0,1.8,1.8,0,0,0,0,0,0,0,0,
355,19,52.0,52.0,2.7,3.1,0,0,0,0,0,0,0,0,
360,14,52.0,51.0,3.4,4.1,0,0,1,0,0,0,0,0,
366,1,52.0,49.0,2.7,2.9,0,0,0,0,0,0,0,0,
366,6,52.0,52.0,2.0,2.1,0,0,0,0,0,0,0,0,
366,16,52.0,49.5,2.8,3.4,0,0,0,0,0,0,0,0,
396,6,52.0,50.5,2.7,2.8,0,0,0,0,0,0,0,0,
397,5,52.0,52.0,2.5,3.1,0,0,0,0,0,0,0,0,
404,9,52.0,51.0,5.1,5.9,0,0,1,0,0,0,0,0,
406,2,52.0,51.0,2.7,2.9,0,0,0,0,0,2,0,0,
406,11,52.0,51.5,2.4,2.6,1,0,0,0,0,0,0,0,
410,15,52.0,50.5,3.4,3.6,0,0,0,0,0,0,0,0,
414,4,52.0,51.0,5.7,6.5,0,0,0,0,0,0,0,0,
415,9,52.0,52.0,3.8,3.9,0,0,0,0,0,0,0,0,
415,25,52.0,51.0,3.5,4.3,0,0,1,0,0,0,0,0,
416,16,52.0,50.0,4.7,5.3,0,0,0,0,0,0,0,0,
1637,3,52.0,52.0,3.3,3.4,0,0,0,0,0,2,0,0,
1641,5,52.0,49.0,4.9,5.0,0,1,1,0,0,0,1,0,
1645,5,52.0,51.0,4.0,4.6,0,0,0,0,0,0,0,0,
1647,2,52.0,51.5,3.2,3.7,0,0,1,0,0,2,0,0,
1647,11,52.0,51.0,3.5,3.9,0,0,0,0,0,0,0,0,
1647,14,52.0,51.5,3.2,3.3,0,0,1,0,0,0,0,0,
1648,5,52.0,46.0,3.4,3.9,0,0,0,0,0,0,1,0,
1653,14,52.0,50.5,3.8,3.8,0,0,0,0,0,0,0,0,
1655,11,52.0,36.0,5.0,5.8,0,0,0,0,0,0,0,0,
1656,8,52.0,52.0,1.6,1.9,0,0,0,0,0,0,0,0,
1661,12,52.0,50.0,3.6,4.1,0,0,1,0,0,0,0,0,
1688,6,52.0,50.5,2.3,2.5,0,0,1,0,0,0,1,0,
1689,1,52.0,26.5,4.6,5.0,0,0,0,0,0,0,0,0,
1691,11,52.0,49.5,3.9,3.9,0,0,1,0,0,0,0,0,
1694,13,52.0,51.0,2.2,2.3,0,0,1,0,0,0,0,0,
1695,6,52.0,50.0,3.7,4.1,0,0,1,0,0,0,0,0,
1695,21,52.0,52.0,4.0,4.4,0,0,0,0,0,0,0,0,
1699,16,52.0,52.0,3.7,3.9,0,0,0,0,0,0,0,0,
1802,21,52.0,52.0,2.7,3.2,0,0,0,0,0,0,0,0,
1816,11,52.0,49.0,4.3,4.4,0,0,0,0,0,1,0,0,
1834,6,52.0,40.5,2.6,2.8,0,0,0,0,b,0,0,0,
1838,2,52.0,50.0,3.7,3.8,0,1,0,0,0,0,0,0,
1843,1,52.0,34.0,2.7,2.7,0,0,0,0,b,0,0,0,
1846,6,52.0,52.0,3.8,3.9,0,0,0,0,0,0,0,0,
1849,14,52.0,35.5,3.8,4.1,0,1,0,0,0,0,0,0,
1880,5,52.0,50.5,3.7,2.9,0,0,0,0,0,0,0,0,
1888,15,52.0,51.0,3.0,3.2,0,0,0,0,0,0,0,0,
1889,7,52.0,51.5,3.6,3.8,0,0,0,0,0,0,0,0,
1894,5,52.0,49.5,3.0,3.9,0,0,1,0,0,0,0,0,
1897,4,52.0,50.5,2.6,2.8,0,0,0,0,0,2,0,0,
1898,3,52.0,51.5,5.3,6.2,0,0,0,0,0,1,0,0,
1898,5,52.0,51.5,3.8,4.2,0,0,0,0,0,0,1,0,
1930,3,52.0,52.5,2.8,3.7,0,0,1,0,0,1,0,0,
1930,16,52.0,50.0,3.4,3.8,0,0,0,0,0,0,0,0,
1932,4,52.0,51.0,3.1,3.5,0,0,0,0,0,0,0,0,
1935,16,52.0,52.0,4.2,4.8,0,0,0,0,0,0,0,0,
1956,7,52.0,39.0,2.8,3.0,0,0,0,0,b,0,0,0,
1959,4,52.0,52.0,2.4,2.6,0,0,0,0,0,2,0,0,
1964,9,52.0,50.0,2.6,2.8,0,0,0,0,0,0,0,0,
1966,16,52.0,50.5,4.0,4.0,0,0,1,0,0,0,0,0,
1969,15,52.0,50.0,3.4,4.2,1,0,0,0,0,0,0,0,
1969,16,52.0,50.0,2.8,3.8,0,0,1,0,0,0,0,0,
1973,20,52.0,50.5,3.7,4.0,0,0,0,0,0,0,0,0,
1976,8,52.0,51.5,3.1,3.1,0,0,0,0,0,0,0,0,
2,4,52.5,51.0,2.5,2.3,0,0,0,0,y,0,0,0,
2,9,52.5,52.5,2.0,2.5,0,0,0,0,0,0,0,0,
4,14,52.5,42.0,3.1,3.2,0,0,0,0,0,2,0,0,
9,4,52.5,52.5,2.9,4.9,0,0,0,0,0,0,0,0,
10,7,52.5,46.0,3.7,3.7,0,0,0,0,0,0,0,0,
12,10,52.5,50.5,2.3,2.3,0,0,0,0,r,0,0,0,
15,14,52.5,52.0,2.8,3.2,0,0,0,0,0,0,0,0,
17,6,52.5,50.0,3.5,3.9,0,0,0,0,0,0,1,0,
58,6,52.5,52.5,2.5,3.0,0,0,0,0,0,0,0,0,
62,4,52.5,52.5,2.9,3.0,0,0,0,0,0,0,0,0,
62,14,52.5,52.0,2.3,2.6,0,0,0,0,0,0,0,0,
64,9,52.5,52.5,3.2,4.3,0,0,1,0,0,0,0,0,
66,5,52.5,52.5,3.9,4.5,0,0,1,0,0,0,0,0,
67,4,52.5,52.5,4.3,5.6,0,0,0,0,0,0,1,0,
110,21,52.5,50.0,3.3,3.8,0,0,0,0,0,0,0,0,
110,25,52.5,51.0,3.0,3.1,0,0,1,0,0,0,0,0,
115,6,52.5,31.5,5.2,5.2,0,1,1,0,0,0,0,0,
120,23,52.5,46.0,4.3,5.1,0,1,0,0,0,0,0,0,
124,11,52.5,52.0,3.8,4.3,0,0,0,0,0,0,0,0,
126,15,52.5,52.5,4.1,4.5,0,0,0,0,0,0,0,0,
150,10,52.5,41.5,3.2,3.6,0,0,0,0,0,0,0,0,
151,4,52.5,52.0,2.6,2.8,0,0,0,0,0,0,1,1,
156,5,52.5,51.5,4.5,4.9,0,0,0,0,0,0,0,0,
156,11,52.5,52.0,3.4,3.6,0,0,0,0,0,0,0,0,
157,6,52.5,50.5,2.5,2.7,0,0,0,0,r,0,0,0,
163,6,52.5,51.0,2.6,2.9,0,0,0,0,0,0,0,0,
169,5,52.5,30.5,4.0,4.0,0,0,1,0,0,0,0,0,
203,21,52.5,52.5,4.0,4.4,0,0,0,0,0,0,0,0,
205,3,52.5,41.5,3.1,3.1,0,0,1,0,b,0,0,0,
208,29,52.5,51.0,2.6,2.9,0,0,1,0,0,0,0,0,
211,7,52.5,52.5,3.9,4.3,0,0,0,0,0,1,0,0,
219,10,52.5,51.5,4.1,4.9,0,0,0,0,0,0,0,0,
247,7,52.5,52.0,3.2,3.7,0,0,0,0,0,0,0,0,
249,20,52.5,52.0,3.7,4.0,0,0,0,0,0,0,0,0,
250,4,52.5,52.0,3.4,3.6,0,0,1,0,y,0,0,0,
253,23,52.5,51.0,2.7,2.9,0,0,0,0,0,0,0,0,
253,27,52.5,52.5,2.8,3.3,0,0,1,0,0,1,0,0,
255,7,52.5,52.0,2.7,2.9,0,0,0,0,0,0,0,0,
258,12,52.5,52.5,4.7,5.3,1,0,0,0,0,0,0,0,
258,14,52.5,52.0,4.5,4.6,0,0,0,0,0,0,0,0,
261,12,52.5,52.5,4.8,4.9,0,0,0,0,0,0,0,0,
263,1,52.5,37.5,3.4,3.7,0,1,1,0,r,0,0,0,
263,27,52.5,51.5,3.4,3.4,0,0,0,0,0,0,0,0,
263,37,52.5,52.0,3.1,3.7,0,0,0,0,0,0,0,0,
270,12,52.5,52.0,3.2,3.8,0,0,0,0,0,0,0,0,
289,13,52.5,51.0,4.2,4.5,0,0,0,0,0,0,1,1,
290,2,52.5,52.0,3.6,3.4,1,0,1,0,y,0,0,0,
294,8,52.5,52.0,2.2,2.4,0,0,0,0,0,0,0,0,
297,18,52.5,52.0,2.8,3.4,0,0,0,0,0,0,0,0,
301,10,52.5,50.0,2.5,2.6,0,0,0,0,0,0,0,0,
308,1,52.5,52.0,3.0,3.2,0,0,0,0,y,0,0,0,
309,21,52.5,52.5,2.2,2.2,0,0,0,0,0,2,0,0,
310,15,52.5,52.5,4.9,5.4,0,0,0,0,0,0,0,0,
311,3,52.5,52.0,2.3,2.6,0,0,0,0,0,0,1,0,
312,30,52.5,47.5,2.7,2.7,0,0,1,0,0,0,0,0,
358,11,52.5,52.0,3.3,4.1,0,0,0,0,0,0,0,0,
358,22,52.5,52.0,3.6,4.4,0,0,0,0,0,0,1,0,
394,1,52.5,50.5,3.1,3.6,0,0,1,0,0,1,0,0,
400,2,52.5,52.5,2.9,4.3,0,0,1,0,0,1,0,0,
404,12,52.5,52.5,3.6,4.1,0,0,0,0,0,0,0,0,
405,24,52.5,49.0,3.8,4.5,0,0,0,0,0,2,0,0,
410,18,52.5,50.5,2.7,3.4,0,0,0,0,0,0,0,0,
416,9,52.5,52.5,4.3,4.5,0,0,0,0,0,0,0,0,
1642,16,52.5,50.0,2.5,2.7,0,0,0,0,0,0,0,0,
1648,2,52.5,50.0,2.7,3.0,0,0,0,0,r,0,0,0,
1648,13,52.5,30.0,5.0,4.8,0,1,0,0,0,0,0,0,
1656,3,52.5,51.5,2.9,3.7,0,1,0,0,0,0,1,1,
1657,10,52.5,51.0,3.2,4.6,0,0,0,0,0,0,0,0,
1661,16,52.5,47.5,4.0,4.1,0,0,0,0,0,0,0,0,
1665,7,52.5,50.5,4.5,5.3,0,0,0,0,0,0,0,0,
1681,9,52.5,51.5,2.4,2.6,0,0,0,0,0,0,0,0,
1683,19,52.5,52.5,3.9,4.3,0,0,0,0,0,0,0,0,
1687,14,52.5,51.5,3.7,4.2,0,0,0,0,0,0,0,0,
1687,20,52.5,51.0,4.0,4.2,0,0,0,0,0,0,1,0,
1694,4,52.5,51.5,2.3,2.3,0,0,1,0,0,2,0,0,
1697,2,52.5,51.5,3.6,4.5,0,0,0,0,0,2,0,0,
1697,4,52.5,52.5,3.0,3.0,0,0,0,0,0,0,0,0,
1698,5,52.5,50.0,2.3,2.4,0,0,0,0,0,0,0,0,
1698,28,52.5,44.5,2.3,2.9,0,1,0,0,0,0,0,0,
1802,18,52.5,52.0,3.4,4.5,0,0,1,0,0,0,0,0,
1812,8,52.5,52.0,3.6,4.3,0,0,0,0,0,0,0,0,
1832,13,52.5,52.0,3.3,3.4,0,0,0,0,0,0,0,0,
1843,3,52.5,52.5,3.7,4.0,0,0,0,0,0,0,0,0,
1846,7,52.5,51.0,4.4,5.0,0,0,1,0,0,0,0,0,
1850,2,52.5,52.0,2.3,2.6,0,0,0,0,0,0,0,0,
1851,17,52.5,52.0,3.6,4.0,0,0,0,0,0,0,0,0,
1930,20,52.5,52.5,2.7,2.9,0,0,0,0,0,0,0,0,
1930,21,52.5,52.0,2.9,3.0,0,0,0,0,0,0,0,0,
1954,9,52.5,52.0,2.0,2.0,0,0,0,0,0,0,0,0,
1957,7,52.5,52.0,3.3,3.7,0,0,1,0,0,0,0,0,
1957,8,52.5,52.0,3.7,4.6,0,0,0,0,0,0,0,0,
1960,8,52.5,51.5,2.7,2.7,0,0,0,0,0,0,0,0,
1960,15,52.5,51.5,2.9,3.0,0,0,0,0,0,0,0,0,
1963,7,52.5,41.0,3.0,3.2,1,1,0,0,b,0,0,0,
1963,14,52.5,52.5,3.2,3.4,0,0,0,0,0,0,0,0,
1969,1,52.5,51.0,4.8,5.0,0,0,1,0,0,1,0,0,
1979,9,52.5,50.0,3.9,4.4,0,0,0,0,0,0,0,0,
1982,16,52.5,52.5,3.9,4.3,0,0,1,0,0,0,0,0,
1982,20,52.5,51.0,4.3,5.0,0,0,1,0,0,0,0,0,
9,6,53.0,45.5,3.7,4.2,0,0,1,0,r,0,0,0,
11,6,53.0,53.0,3.0,3.2,0,0,0,0,0,0,0,0,
12,13,53.0,51.0,3.0,3.0,0,0,0,0,0,0,0,0,
13,9,53.0,53.0,3.4,4.6,0,0,1,0,0,0,0,0,
19,9,53.0,53.0,5.3,5.3,0,0,0,0,0,0,0,0,
19,15,53.0,52.0,4.6,5.4,0,0,0,0,0,0,0,0,
52,6,53.0,52.0,3.3,3.9,0,0,0,0,0,0,0,0,
54,2,53.0,41.0,3.5,4.2,0,0,0,0,b,0,0,0,
58,5,53.0,52.5,2.1,2.3,0,0,0,0,b,0,0,0,
59,23,53.0,52.0,1.8,2.1,0,0,0,0,0,0,0,0,
60,8,53.0,52.5,3.0,3.4,0,0,0,0,0,0,0,0,
62,18,53.0,51.0,5.8,6.2,0,0,0,0,0,1,0,0,
72,1,53.0,50.0,3.1,3.4,0,0,1,0,r,0,0,0,
74,1,53.0,46.0,4.7,5.8,0,0,0,0,0,1,0,0,
75,6,53.0,52.0,4.1,4.8,0,0,0,0,0,0,0,0,
75,8,53.0,52.0,4.5,5.4,0,0,0,0,0,0,0,0,
97,7,53.0,52.0,4.8,4.7,0,0,0,0,0,0,0,0,
100,10,53.0,52.5,2.7,2.8,0,0,1,0,0,0,0,0,
105,3,53.0,52.5,2.1,2.4,0,0,0,0,0,0,1,0,
107,1,53.0,52.0,3.0,3.5,0,0,0,0,0,1,0,0,
107,7,53.0,51.0,2.9,3.2,0,0,0,0,0,0,0,0,
107,11,53.0,52.0,2.6,3.1,0,0,0,0,0,0,0,0,
110,8,53.0,51.0,2.7,2.8,0,0,0,0,y,0,0,0,
110,17,53.0,53.0,4.2,4.8,0,0,1,0,0,0,0,0,
112,27,53.0,50.5,3.1,3.6,0,0,1,0,0,0,1,0,
116,4,53.0,52.0,5.3,5.5,0,0,0,0,0,0,0,0,
116,13,53.0,52.0,4.5,5.3,0,0,1,0,0,0,0,0,
120,3,53.0,53.0,4.6,4.6,0,0,1,0,0,0,0,0,
150,2,53.0,51.0,2.9,2.9,0,0,0,0,0,2,0,0,
150,14,53.0,52.5,3.3,3.5,0,0,1,0,0,0,0,0,
151,6,53.0,46.5,2.4,2.9,0,0,0,0,r,0,0,0,
158,20,53.0,53.0,2.7,2.9,0,0,0,0,0,0,0,0,
159,22,53.0,52.0,3.6,4.9,0,0,0,0,0,0,0,0,
170,7,53.0,48.0,3.9,4.0,0,1,0,0,0,0,0,0,
200,12,53.0,53.0,1.9,2.3,0,0,0,0,0,0,0,0,
204,4,53.0,33.0,2.1,2.3,0,1,1,0,0,0,0,0,
204,8,53.0,50.5,2.9,2.8,0,0,1,0,0,0,0,0,
213,1,53.0,30.0,3.1,3.2,0,0,0,0,r,0,0,0,
216,18,53.0,53.0,3.5,4.0,0,0,1,0,0,0,0,0,
243,3,53.0,14.0,3.8,3.8,0,1,1,0,b,0,0,0,
250,11,53.0,53.0,4.6,4.7,0,0,0,0,0,0,0,0,
250,16,53.0,53.0,2.4,2.5,1,0,0,0,0,0,0,0,
251,2,53.0,53.0,2.5,2.7,0,0,0,0,0,0,0,0,
263,14,53.0,52.5,3.1,3.6,0,0,0,0,0,0,0,0,
270,21,53.0,17.0,3.1,3.2,1,1,0,0,0,0,0,0,
290,9,53.0,52.0,3.1,3.7,0,0,1,0,0,0,0,0,
292,6,53.0,52.5,3.2,3.6,0,0,1,0,0,1,0,0,
300,6,53.0,52.0,2.9,3.7,0,0,0,0,0,0,0,0,
305,5,53.0,52.0,4.0,4.3,0,0,1,0,0,0,0,0,
305,11,53.0,52.5,3.2,3.7,0,0,0,0,0,0,0,0,
312,16,53.0,52.0,3.0,4.0,0,0,0,0,0,0,0,0,
317,5,53.0,52.5,5.1,6.5,0,0,1,0,0,0,0,0,
319,4,53.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,
342,9,53.0,53.5,1.5,1.6,0,0,1,0,0,0,0,0,grn_ht > tot_ht
349,23,53.0,52.5,3.6,3.9,0,0,1,0,0,2,0,0,
350,4,53.0,42.0,3.0,3.0,0,0,0,0,r,0,0,0,
358,16,53.0,52.5,2.9,3.2,0,0,0,0,0,0,0,0,
394,5,53.0,24.5,3.4,3.8,0,0,0,0,r,0,0,0,
396,14,53.0,50.5,2.4,2.4,0,0,1,0,0,0,0,0,
397,13,53.0,51.5,3.0,3.3,0,0,0,0,0,0,0,0,
399,2,53.0,51.0,2.3,2.7,0,0,1,0,0,2,0,0,
401,11,53.0,51.0,2.8,3.0,0,0,1,0,0,0,0,0,
403,16,53.0,52.0,4.5,5.0,0,0,1,0,0,0,1,0,
407,10,53.0,52.5,4.5,4.6,0,0,1,0,0,0,0,0,
410,20,53.0,52.0,3.8,4.4,0,0,0,0,0,0,0,0,
412,14,53.0,52.0,3.1,3.3,0,0,0,0,0,0,0,0,
1617,8,53.0,52.0,4.7,5.5,0,0,0,0,0,0,0,0,
1634,8,53.0,51.0,3.3,3.3,0,0,0,0,0,0,1,0,
1640,6,53.0,45.0,2.2,1.7,0,0,0,0,b,0,0,0,
1643,8,53.0,51.5,2.1,2.5,0,0,0,0,0,0,0,0,
1643,18,53.0,52.5,3.1,3.6,0,0,1,0,0,0,0,0,
1647,6,53.0,51.0,2.3,2.7,0,0,0,0,0,0,0,0,
1647,12,53.0,51.5,2.8,2.9,0,0,0,0,0,0,0,0,
1648,4,53.0,51.5,3.0,3.3,0,0,0,0,0,2,0,0,
1650,2,53.0,52.5,3.1,3.8,0,0,1,0,0,2,0,0,
1652,17,53.0,52.0,2.8,3.2,0,0,0,0,0,0,0,0,
1653,12,53.0,52.0,5.3,6.6,0,0,1,0,0,0,0,0,
1655,9,53.0,52.0,4.8,5.9,0,0,0,0,0,0,0,0,
1658,2,53.0,52.0,2.6,2.7,0,0,0,0,0,2,0,0,
1659,11,53.0,52.5,3.0,3.6,0,0,0,0,0,2,0,0,
1685,4,53.0,51.0,2.1,2.2,0,0,1,0,0,0,1,0,
1693,2,53.0,53.0,3.7,4.2,0,0,0,0,0,1,0,0,
1699,1,53.0,52.0,4.3,4.9,0,0,0,0,0,0,0,0,
1802,3,53.0,51.0,2.7,3.3,0,0,0,0,0,0,0,0,
1802,4,53.0,51.5,3.6,4.1,0,0,1,0,0,0,0,0,
1804,14,53.0,53.0,3.2,3.4,0,0,0,0,0,0,0,0,
1805,7,53.0,51.0,3.9,4.0,0,0,1,0,0,0,0,0,
1806,8,53.0,52.0,5.5,6.6,0,0,1,0,0,0,0,0,
1840,9,53.0,52.0,2.5,2.5,0,0,1,0,0,0,0,0,
1841,10,53.0,52.5,2.6,2.9,0,0,1,0,0,0,0,0,
1846,13,53.0,51.5,4.5,4.9,0,0,1,0,0,0,0,0,
1849,13,53.0,53.0,3.2,3.1,0,0,1,0,0,0,0,0,
1938,5,53.0,51.0,3.9,4.8,0,0,1,0,0,0,0,0,
1944,3,53.0,50.5,3.1,3.5,0,0,0,0,0,0,1,0,
1956,9,53.0,51.0,2.9,2.8,0,0,1,0,0,0,0,0,
1964,6,53.0,51.0,3.0,3.1,0,0,1,0,0,0,0,0,
1966,2,53.0,43.0,3.8,4.1,0,0,1,0,0,1,0,0,
1969,2,53.0,51.0,4.3,4.4,1,0,0,0,0,2,0,0,
1972,12,53.0,52.0,3.6,4.2,0,0,0,0,0,0,0,0,
1982,19,53.0,52.0,4.4,5.3,0,0,1,0,0,0,0,0,
3,10,53.5,53.5,2.9,3.0,0,0,0,0,0,0,0,0,
15,12,53.5,52.0,2.2,2.3,0,0,1,0,0,0,0,0,
15,17,53.5,53.0,3.7,4.8,0,0,0,0,0,0,0,0,
15,24,53.5,48.5,2.7,2.7,0,0,0,0,0,0,0,0,
40,7,53.5,50.5,3.5,3.4,0,1,0,0,0,0,0,0,
59,17,53.5,52.5,2.1,2.2,0,0,0,0,0,0,0,0,
65,15,53.5,53.5,3.3,3.5,0,0,0,0,0,0,0,0,
69,11,53.5,52.0,2.3,2.9,0,0,0,0,0,0,0,0,
72,3,53.5,53.0,3.2,3.5,0,0,1,0,0,2,0,0,
102,2,53.5,51.0,3.5,3.6,0,0,0,0,0,2,0,0,
102,9,53.5,53.5,3.5,3.7,0,0,0,0,0,0,0,0,
104,3,53.5,50.0,2.2,2.3,0,0,0,0,r,0,0,0,
107,13,53.5,52.0,3.0,3.1,0,0,0,0,0,0,0,0,
109,13,53.5,51.5,3.5,3.7,0,0,0,0,0,0,0,0,
112,10,53.5,52.0,2.2,2.3,0,0,1,0,0,0,0,0,
118,16,53.5,52.0,5.9,7.1,0,0,1,0,0,0,0,0,
147,14,53.5,52.0,2.9,3.1,0,0,1,0,0,0,0,0,
154,12,53.5,52.5,4.6,4.7,0,0,1,0,0,0,0,0,
213,9,53.5,52.5,3.6,3.9,0,0,0,0,0,0,0,0,
214,8,53.5,53.0,3.2,3.6,0,0,0,0,0,0,0,0,
219,21,53.5,52.5,2.8,4.2,0,0,1,0,0,0,0,0,
222,17,53.5,52.5,5.4,6.2,0,0,1,0,0,0,0,0,
223,7,53.5,53.0,2.8,3.8,0,0,0,0,0,0,0,0,
245,6,53.5,53.0,3.2,3.3,0,0,0,0,0,0,0,0,
257,5,53.5,53.5,2.8,3.6,0,0,0,0,0,0,0,0,
259,17,53.5,53.0,5.4,5.9,0,0,0,0,0,2,0,0,
263,15,53.5,52.0,3.4,4.2,0,0,0,0,0,0,0,0,
296,1,53.5,44.5,2.4,2.6,0,1,0,0,b,0,0,0,
301,11,53.5,52.0,2.3,2.5,0,0,0,0,0,0,0,0,
305,6,53.5,52.0,3.6,3.6,0,1,0,0,0,0,0,0,
308,9,53.5,53.0,3.8,3.5,0,0,1,0,0,0,0,0,
308,12,53.5,52.5,3.1,3.2,0,0,0,0,0,0,0,0,
312,21,53.5,53.0,4.5,4.9,0,0,0,0,0,0,0,0,
339,28,53.5,52.0,4.5,4.6,0,0,0,0,0,0,1,0,
346,5,53.5,52.0,2.5,2.5,0,0,0,0,0,0,0,0,
352,8,53.5,53.5,1.7,2.0,0,0,1,0,0,1,0,0,
353,6,53.5,49.5,2.6,2.9,0,1,0,0,0,0,0,0,
355,9,53.5,49.5,4.8,5.2,0,1,1,0,0,0,0,0,
356,12,53.5,51.5,2.3,2.3,0,0,0,0,0,0,0,0,
364,19,53.5,52.0,3.9,5.3,0,0,0,0,0,0,0,0,
368,14,53.5,50.5,3.8,4.4,0,0,0,0,0,1,0,0,
397,1,53.5,44.0,3.0,3.1,0,0,0,0,0,1,0,0,
399,7,53.5,53.5,3.3,3.5,0,0,0,0,0,0,0,0,
405,17,53.5,52.0,5.2,59.0,0,0,1,0,0,0,0,0,
1622,2,53.5,52.0,2.8,3.5,0,0,0,0,0,2,0,0,
1643,14,53.5,52.5,3.5,4.3,0,0,0,0,0,0,0,0,
1644,2,53.5,51.5,4.2,4.7,0,0,1,0,b,0,0,0,
1647,9,53.5,40.5,2.7,0.0,0,0,0,0,0,0,0,0,
1649,5,53.5,52.5,2.4,2.8,0,0,0,0,0,0,0,0,
1650,7,53.5,52.5,3.2,3.7,0,0,1,0,0,0,0,0,
1662,2,53.5,52.0,2.8,3.4,0,0,0,0,0,1,0,0,
1682,9,53.5,49.0,2.3,2.6,0,0,0,0,b,0,0,0,
1684,13,53.5,53.0,3.0,3.3,0,0,0,0,0,0,0,0,
1688,10,53.5,53.0,3.0,2.9,0,0,0,0,0,0,0,0,
1689,10,53.5,48.0,2.2,2.5,0,0,0,0,0,0,0,0,
1695,7,53.5,50.0,2.7,2.7,0,0,1,0,0,0,0,0,
1698,29,53.5,52.0,2.2,2.6,0,0,0,0,0,0,0,0,
