pot_no,stem_no,tot_ht,grn_ht,mid_wd,bas_wd,cut,bent,twist,dh,color,allom,epi,porom,notes
1699,7,53.5,52.0,3.5,3.7,0,0,0,0,0,0,0,0,
1700,12,53.5,52.0,3.1,3.9,0,0,0,0,0,0,0,0,
1802,22,53.5,52.5,3.3,3.8,0,0,0,0,0,0,0,0,
1807,11,53.5,52.5,4.1,4.6,0,0,0,0,0,0,0,0,
1810,5,53.5,53.5,4.1,4.9,0,0,0,0,0,0,0,0,
1837,19,53.5,50.0,4.7,4.5,0,0,1,0,0,1,0,0,
1847,12,53.5,52.0,2.3,2.4,0,0,1,0,0,0,0,0,
1852,17,53.5,51.0,5.2,5.4,0,0,0,0,0,0,0,0,
1877,12,53.5,43.5,3.5,3.8,0,0,0,0,0,0,0,0,
1886,14,53.5,52.0,2.4,2.6,0,0,0,0,0,0,0,0,
1887,14,53.5,53.0,2.4,2.6,0,0,1,0,0,0,0,0,
1891,8,53.5,50.5,3.1,3.2,0,0,0,0,y,0,0,0,
1930,8,53.5,52.0,2.2,2.4,0,0,1,0,0,0,0,0,
1930,25,53.5,51.5,3.0,4.0,0,0,0,0,0,0,0,0,
1972,19,53.5,50.5,2.7,2.8,0,0,0,0,0,0,0,0,
1977,4,53.5,38.0,4.5,4.9,0,1,1,0,0,0,0,0,
1981,21,53.5,49.0,4.1,5.2,0,0,0,0,0,0,0,0,
1981,29,53.5,51.0,4.8,5.5,0,0,0,0,0,0,0,0,
1991,12,53.5,52.0,4.2,4.6,0,0,0,0,0,0,0,0,
8,13,54.0,54.0,3.3,3.8,0,0,0,0,0,0,1,0,
16,6,54.0,52.5,1.9,1.9,0,0,0,0,0,0,0,0,
27,22,54.0,53.0,3.5,4.1,0,0,0,0,0,0,0,0,
31,2,54.0,53.5,5.2,5.7,0,0,0,0,0,1,0,0,
31,6,54.0,53.0,6.1,6.8,0,1,0,0,0,0,0,0,
54,12,54.0,54.0,3.2,2.7,0,0,0,0,0,0,0,0,
64,4,54.0,47.8,3.5,3.9,0,0,0,0,y,0,0,0,grn_ht not rounded to nearest 0.5
70,10,54.0,54.0,4.3,4.7,0,0,0,0,0,0,0,0,
78,19,54.0,43.0,2.6,2.7,0,1,0,0,y,0,0,0,
79,11,54.0,54.0,3.1,4.6,0,0,0,0,0,0,0,0,
80,8,54.0,54.0,4.9,5.7,0,0,0,0,0,0,0,0,
109,8,54.0,52.5,2.6,2.9,0,0,0,0,b,0,0,0,
111,3,54.0,53.0,1.9,2.0,0,0,1,0,0,0,0,0,
112,9,54.0,53.0,2.0,2.3,0,0,0,0,0,0,0,0,
116,31,54.0,53.5,2.0,2.0,0,0,1,0,0,0,0,0,
126,3,54.0,53.0,5.1,5.4,0,0,0,0,0,0,0,0,
150,7,54.0,52.5,3.4,3.9,0,0,0,0,0,0,0,0,
155,5,54.0,32.5,3.7,3.6,0,0,0,0,r,0,0,0,
162,7,54.0,31.0,4.7,4.3,1,1,0,0,r,0,0,0,
162,10,54.0,54.0,4.5,5.6,1,0,0,0,0,0,0,0,
163,7,54.0,53.5,3.6,3.9,0,0,0,0,0,0,0,0,
163,9,54.0,53.0,3.0,3.4,0,0,0,0,0,0,0,0,
168,3,54.0,48.5,2.9,3.0,0,0,0,0,0,0,1,1,
195,7,54.0,54.0,3.4,3.6,0,0,1,0,0,2,0,0,
198,1,54.0,35.0,2.6,2.8,0,0,0,0,b,0,0,0,
216,1,54.0,51.0,3.8,4.0,0,0,0,0,b,0,0,0,
219,20,54.0,46.5,3.4,3.6,0,0,0,0,0,0,0,0,
222,5,54.0,54.0,4.7,5.7,0,0,0,0,0,0,0,0,
246,2,54.0,51.0,2.7,2.9,0,0,0,0,r,0,0,0,
250,7,54.0,52.0,2.8,4.4,0,0,1,0,0,0,0,0,
255,4,54.0,53.5,3.6,4.6,0,0,0,0,0,0,0,0,
255,27,54.0,53.5,3.3,3.8,0,0,1,0,0,0,0,0,
257,20,54.0,52.0,4.6,5.4,0,0,0,0,0,0,0,0,
259,18,54.0,54.0,4.4,5.2,0,0,0,0,0,0,1,1,
263,16,54.0,53.5,2.9,3.3,0,0,0,0,0,0,0,0,
263,22,54.0,53.5,3.2,3.3,0,0,1,0,0,0,0,0,
265,6,54.0,54.0,4.6,5.9,0,0,0,0,0,0,0,0,
289,3,54.0,54.0,3.9,4.0,0,0,0,0,0,0,0,0,
290,8,54.0,54.0,4.0,4.1,0,0,1,0,0,0,0,0,
291,16,54.0,52.5,2.0,2.2,0,0,0,0,0,0,0,0,
297,4,54.0,53.5,2.4,2.4,0,0,1,0,0,0,0,0,
299,10,54.0,53.0,4.3,4.8,0,0,0,0,0,0,0,0,
301,17,54.0,53.5,1.7,1.7,0,0,1,0,0,0,0,0,
302,19,54.0,53.0,1.8,1.8,0,0,1,0,0,0,0,0,
319,18,54.0,53.5,2.7,3.9,0,0,0,0,0,0,0,0,
342,3,54.0,52.5,2.7,3.0,0,0,0,0,0,0,0,0,
358,4,54.0,50.5,3.2,3.5,0,0,0,0,0,0,0,0,
359,10,54.0,52.5,3.0,3.4,0,0,1,0,0,0,0,0,
360,12,54.0,53.5,3.1,3.9,0,0,0,0,0,0,0,0,
362,6,54.0,51.5,3.0,3.5,0,0,0,0,0,0,0,0,
366,20,54.0,51.5,2.6,2.8,0,0,0,0,0,1,0,0,
392,5,54.0,48.5,2.9,3.5,0,0,0,0,y,0,0,0,
396,4,54.0,48.5,2.7,3.1,0,0,0,0,y,0,0,0,
396,15,54.0,53.0,3.2,3.6,0,0,1,0,0,0,0,0,
396,16,54.0,50.0,2.7,3.1,0,0,0,0,0,0,0,0,
396,18,54.0,54.0,2.5,2.9,0,0,0,0,0,0,0,0,
397,6,54.0,53.0,2.4,3.0,0,0,0,0,0,0,0,0,
397,8,54.0,39.5,2.7,2.9,0,0,0,0,r,0,0,0,
400,3,54.0,52.0,3.7,4.6,0,0,0,0,0,2,0,0,
408,2,54.0,52.5,2.5,2.7,0,0,1,0,0,1,0,0,
412,12,54.0,54.0,2.4,3.0,0,0,1,0,0,0,0,0,
416,3,54.0,52.5,4.6,4.9,0,0,1,0,0,0,0,0,
1621,3,54.0,53.0,3.7,4.0,0,0,0,0,0,2,0,0,
1635,2,54.0,47.0,2.7,2.9,0,0,1,0,b,0,0,0,
1643,5,54.0,51.0,3.4,3.5,0,0,0,0,0,0,0,0,
1645,2,54.0,52.0,4.2,4.5,0,0,1,0,0,2,0,0,
1647,10,54.0,53.5,3.6,4.2,0,0,0,0,0,0,0,0,
1650,3,54.0,53.0,2.9,3.6,0,0,0,0,0,0,1,0,
1650,6,54.0,53.5,2.6,2.8,0,0,0,0,0,0,0,0,
1652,5,54.0,52.0,3.0,3.2,0,0,0,0,0,0,1,0,
1652,19,54.0,52.5,2.6,2.6,0,0,0,0,0,0,0,0,
1695,1,54.0,43.5,3.5,3.1,0,0,0,0,b,0,0,0,
1695,8,54.0,53.5,2.9,2.9,0,0,1,0,0,0,0,0,
1698,10,54.0,53.0,2.5,2.7,0,0,0,0,0,0,0,0,
1804,21,54.0,43.5,4.3,4.6,0,1,0,0,0,0,0,0,
1808,5,54.0,53.5,4.8,5.2,0,0,0,0,0,0,1,1,
1844,11,54.0,45.5,1.9,2.0,0,0,0,0,0,2,0,0,
1847,24,54.0,53.0,4.5,5.0,0,0,0,0,0,0,0,0,
1848,5,54.0,44.0,4.6,4.7,0,0,1,0,0,0,0,0,
1851,5,54.0,54.0,4.5,4.9,0,0,0,0,0,0,1,1,
1856,1,54.0,54.0,2.7,2.8,0,0,1,0,0,1,0,0,
1879,1,54.0,48.0,2.2,2.3,0,0,1,0,b,0,0,0,
1889,5,54.0,18.0,3.3,3.6,0,0,0,0,b,0,0,0,
1890,8,54.0,43.5,2.1,2.1,0,0,0,0,b,0,0,0,
1890,11,54.0,53.5,2.1,2.5,0,0,0,0,0,0,0,0,
1896,3,54.0,53.0,4.3,5.7,0,0,1,0,0,1,0,0,
1899,5,54.0,53.0,4.9,5.7,0,0,0,0,0,0,1,0,
1930,10,54.0,53.5,3.0,3.0,0,0,1,0,0,0,0,0,
1933,9,54.0,71.0,3.7,4.1,0,0,0,0,0,0,0,0,
1953,16,54.0,52.5,2.4,2.7,0,0,0,0,0,0,0,0,
1960,3,54.0,53.0,3.0,3.3,0,0,0,0,0,0,1,1,
1962,6,54.0,36.0,4.4,5.1,0,1,0,0,0,0,0,0,
1962,6,54.0,36.0,4.4,5.1,0,1,0,0,0,0,0,0,
1968,1,54.0,52.5,3.0,3.6,0,0,0,0,0,1,0,0,
1971,2,54.0,54.0,4.0,5.0,0,0,1,0,0,2,0,0,
1972,3,54.0,52.0,3.0,3.7,0,0,0,0,0,0,1,0,
1973,18,54.0,52.0,4.4,5.4,0,0,1,0,0,0,0,0,
1981,26,54.0,54.0,4.7,4.9,0,0,0,0,0,0,0,0,
1981,28,54.0,52.0,4.8,5.3,0,0,0,0,0,0,0,0,
1991,11,54.0,52.0,4.0,4.9,0,0,1,0,0,0,0,0,
120,22,54.4,53.0,3.9,4.5,0,0,1,0,0,0,0,0,
12,14,54.5,54.5,3.1,3.1,0,0,0,0,0,0,0,0,
12,19,54.5,53.5,2.6,2.6,0,0,0,0,0,0,0,0,
13,4,54.5,54.5,3.4,4.0,0,0,0,0,0,0,0,0,
15,10,54.5,52.5,3.3,3.6,0,0,1,0,0,0,0,0,
58,4,54.5,54.5,2.7,3.2,0,0,0,0,0,0,1,0,
59,7,54.5,53.5,2.2,2.5,0,0,0,0,0,0,0,0,
62,2,54.5,52.0,3.0,3.1,0,0,0,0,b,0,0,0,
63,9,54.5,54.5,2.4,2.7,0,0,0,0,0,0,0,0,
63,12,54.5,54.5,3.2,3.2,0,0,0,0,0,0,0,0,
64,7,54.5,54.0,3.4,4.0,0,0,0,0,0,0,0,0,
68,10,54.5,54.5,6.9,7.6,0,0,0,0,0,0,0,0,
71,18,54.5,54.5,NA,NA,0,0,0,1,0,0,0,0,
76,8,54.5,53.5,5.1,5.1,0,0,0,0,0,0,0,0,
110,18,54.5,53.0,3.2,3.2,0,0,1,0,0,0,0,0,
114,10,54.5,53.0,4.2,4.3,0,0,1,0,b,0,0,0,
114,15,54.5,53.0,4.5,5.0,0,0,0,0,0,0,0,0,
132,4,54.5,54.0,4.1,4.7,0,0,0,0,0,0,1,0,
133,4,54.5,53.0,2.9,3.1,0,0,0,0,0,0,0,0,
150,8,54.5,54.0,4.5,5.2,0,0,0,0,0,0,0,0,
154,4,54.5,53.0,2.9,3.0,0,0,1,0,0,0,1,1,
158,8,54.5,54.5,2.7,3.6,0,0,1,0,0,0,0,0,
159,18,54.5,54.0,3.7,4.6,0,0,0,0,0,0,0,0,
163,11,54.5,54.0,2.8,3.3,0,0,0,0,0,0,0,0,
173,15,54.5,54.5,3.9,4.6,0,0,0,0,0,0,0,0,
196,10,54.5,53.0,2.8,3.0,0,0,0,0,y,0,0,0,
204,2,54.5,54.0,2.5,2.5,1,0,0,0,b,0,0,0,
207,7,54.5,53.5,3.8,4.8,0,0,0,0,0,0,0,0,
208,22,54.5,54.5,2.7,2.8,0,0,0,0,0,0,0,0,
251,22,54.5,54.5,4.5,6.1,0,0,1,0,0,0,0,0,
254,5,54.5,54.5,2.1,2.2,0,0,1,0,0,0,0,0,
255,12,54.5,53.5,3.2,4.0,0,0,1,0,0,0,0,0,
257,9,54.5,25.0,3.7,4.4,1,1,0,0,0,0,0,0,
263,29,54.5,53.5,2.6,3.3,0,0,0,0,0,0,0,0,
294,12,54.5,53.0,2.5,2.6,0,0,0,0,0,0,0,0,
302,2,54.5,51.0,2.1,2.3,0,0,0,0,b,0,0,0,
302,11,54.5,54.0,3.3,3.5,0,0,0,0,0,0,0,0,
308,23,54.5,53.5,3.3,4.4,0,0,0,0,0,0,0,0,
309,10,54.5,54.0,5.2,5.8,0,0,0,0,0,0,0,0,
320,1,54.5,52.5,3.6,4.6,0,0,1,0,0,1,0,0,
337,4,54.5,54.0,2.9,3.1,0,0,0,0,0,0,0,0,
337,16,54.5,51.0,3.1,3.0,0,1,0,0,0,0,0,0,
345,10,54.5,54.0,2.4,2.9,0,1,0,0,0,0,0,0,
346,4,54.5,54.0,2.6,3.1,0,0,0,0,0,0,0,0,
348,11,54.5,51.5,3.5,3.8,0,0,1,0,0,0,0,0,
355,12,54.5,53.0,2.6,3.0,0,0,0,0,0,0,0,0,
368,9,54.5,53.5,2.8,2.9,0,0,0,0,0,0,0,0,
388,8,54.5,53.0,2.9,3.7,0,0,1,0,0,0,0,0,
394,22,54.5,53.0,3.9,4.4,0,0,0,0,0,0,0,0,
402,11,54.5,54.5,4.3,5.1,0,0,0,0,0,0,0,0,
405,7,54.5,54.5,2.7,3.5,0,0,0,0,0,0,0,0,
405,19,54.5,54.5,3.7,4.2,0,0,0,0,0,0,0,0,
406,6,54.5,54.0,3.0,3.6,1,0,0,0,0,0,0,0,
407,6,54.5,53.5,3.4,3.8,0,0,0,0,0,0,1,0,
1617,7,54.5,53.5,2.9,3.9,0,0,0,0,0,0,0,0,
1641,20,54.5,53.0,3.3,3.5,0,0,0,0,0,0,0,0,
1646,4,54.5,53.0,2.1,2.3,0,0,0,0,0,0,0,0,
1649,12,54.5,53.5,2.9,3.3,0,0,0,0,0,0,0,0,
1652,16,54.5,53.5,2.8,2.9,0,0,0,0,0,0,0,0,
1655,7,54.5,52.0,5.5,6.7,0,0,0,0,0,0,0,0,
1661,11,54.5,52.0,3.7,4.7,0,0,0,0,0,0,0,0,
1664,10,54.5,52.5,3.8,4.4,0,0,1,0,0,0,0,0,
1683,20,54.5,52.5,3.9,4.3,0,0,0,0,0,0,0,0,
1686,17,54.5,53.0,4.2,5.6,0,0,0,0,0,0,0,0,
1691,13,54.5,54.0,3.0,3.6,0,0,0,0,0,0,0,0,
1695,22,54.5,54.0,2.8,2.8,0,0,1,0,0,0,0,0,
1802,25,54.5,54.5,3.2,3.6,0,0,1,0,0,0,0,0,
1808,12,54.5,54.5,5.7,6.9,0,0,0,0,0,0,0,0,
1843,7,54.5,54.0,2.5,2.8,0,0,0,0,0,0,0,0,
1847,7,54.5,52.0,4.9,5.5,0,0,0,0,0,0,0,0,
1847,13,54.5,54.5,2.5,2.8,0,0,1,0,0,0,0,0,
1848,11,54.5,54.5,2.5,2.6,0,0,1,0,0,0,0,0,
1849,12,54.5,53.0,3.2,3.5,0,0,1,0,0,0,0,0,
1851,14,54.5,53.5,3.8,3.9,0,0,1,0,0,0,0,0,
1852,10,54.5,54.5,2.5,2.6,0,0,1,0,0,0,0,0,
1860,1,54.5,53.5,3.1,3.3,0,0,0,0,0,1,0,0,
1935,12,54.5,53.0,4.7,5.3,0,0,0,0,0,0,0,0,
1963,9,54.5,52.5,3.3,3.3,0,0,0,0,0,0,0,0,
1966,14,54.5,50.0,3.4,3.5,0,0,1,0,0,0,0,0,
1969,14,54.5,53.5,3.2,3.5,1,0,1,0,0,0,0,0,
1971,9,54.5,46.0,3.6,4.0,0,0,1,0,0,0,0,0,
1972,14,54.5,51.0,4.1,4.6,0,0,0,0,0,0,0,0,
1973,17,54.5,54.0,4.4,5.0,0,0,0,0,0,0,0,0,
1974,25,54.5,51.5,1.7,2.8,0,0,0,0,0,0,0,0,
1981,1,54.5,52.5,5.7,6.3,0,0,0,0,0,1,0,0,
1983,27,54.5,53.0,3.4,4.3,0,0,0,0,0,2,0,0,
14,10,55.0,55.0,3.1,3.4,0,0,0,0,0,0,0,0,
19,1,55.0,55.0,5.3,5.8,0,0,0,0,0,0,0,0,
30,15,55.0,54.0,3.6,4.1,0,0,0,0,0,0,0,0,
52,5,55.0,55.0,3.3,3.4,0,0,0,0,0,0,0,0,
56,8,55.0,53.5,2.5,2.7,0,0,1,0,0,0,0,0,
62,7,55.0,55.0,3.0,3.0,0,0,0,0,0,0,0,0,
67,8,55.0,54.5,4.2,5.6,0,0,0,0,0,0,0,0,
72,14,55.0,54.0,3.4,4.2,0,0,0,0,0,0,0,0,
78,21,55.0,55.0,2.1,2.2,0,0,0,0,0,0,0,0,
163,18,55.0,53.0,4.1,4.9,0,0,1,0,0,0,0,0,
166,9,55.0,54.0,3.8,4.3,0,0,0,0,0,0,0,0,
168,5,55.0,53.0,3.5,3.9,0,0,1,0,0,0,0,0,
170,11,55.0,54.0,4.1,4.5,0,0,1,0,0,0,0,0,
175,4,55.0,55.0,3.3,4.3,0,0,1,0,0,0,0,0,
205,4,55.0,55.0,4.0,4.0,0,0,0,0,0,1,0,0,
208,5,55.0,53.0,2.1,2.2,0,0,0,0,0,0,0,0,
212,14,55.0,54.0,4.9,5.3,0,0,0,0,0,0,0,0,
216,6,55.0,45.0,3.9,4.6,0,0,0,0,0,0,0,0,
216,9,55.0,53.0,3.4,3.8,0,0,1,0,0,0,0,0,
216,17,55.0,55.0,3.7,4.0,0,0,0,0,0,0,0,0,
246,1,55.0,54.0,2.6,2.6,0,0,0,0,y,0,0,0,
246,6,55.0,54.5,3.4,3.6,0,0,1,0,0,0,0,0,
251,11,55.0,53.0,4.0,4.6,0,0,0,0,0,0,0,0,
253,2,55.0,36.0,2.3,2.3,0,0,0,0,r,0,0,0,
253,29,55.0,54.5,4.1,4.3,0,0,1,0,0,0,1,0,
258,2,55.0,55.0,2.4,2.8,0,0,0,0,0,2,0,0,
258,13,55.0,54.5,5.3,5.6,0,0,0,0,0,0,0,0,
263,8,55.0,54.0,2.6,3.0,0,0,1,0,0,0,0,0,
268,21,55.0,55.0,4.4,4.7,0,0,1,0,0,1,0,0,
270,6,55.0,55.0,3.7,5.1,0,0,0,0,0,0,0,0,
296,7,55.0,52.0,3.4,3.6,0,0,0,0,0,0,0,0,
300,17,55.0,54.0,2.5,2.6,0,0,0,0,0,0,0,0,
300,19,55.0,51.5,3.6,3.7,0,0,0,0,0,2,0,0,
302,12,55.0,54.0,2.8,3.0,0,0,0,0,0,0,0,0,
304,10,55.0,54.0,3.9,3.9,0,0,0,0,0,0,0,0,
305,8,55.0,55.0,5.5,5.8,0,0,0,0,0,0,0,0,
310,5,55.0,54.5,2.9,3.2,0,0,0,0,0,0,1,1,
311,16,55.0,53.5,2.2,2.3,0,0,0,0,0,0,0,0,
312,17,55.0,54.0,1.9,2.1,0,0,0,0,0,0,0,0,
319,8,55.0,54.5,3.4,3.6,0,0,0,0,0,0,0,0,
347,8,55.0,55.0,3.6,3.6,0,0,0,0,0,0,0,0,
349,10,55.0,54.5,2.9,4.5,0,0,0,0,0,0,0,0,
349,15,55.0,54.5,3.7,4.5,0,0,0,0,0,0,0,0,
354,17,55.0,53.5,3.1,3.1,0,0,1,0,0,0,0,0,
355,13,55.0,54.0,2.9,3.2,0,1,0,0,0,0,0,0,
357,20,55.0,53.0,2.4,2.7,0,0,1,0,0,0,0,0,
358,2,55.0,53.0,3.6,4.1,0,0,1,0,0,0,0,0,
358,20,55.0,52.5,3.5,3.7,0,0,1,0,0,1,0,0,
389,2,55.0,53.5,2.9,3.3,0,0,1,0,0,2,0,0,
396,5,55.0,52.0,3.8,4.0,0,0,0,0,0,0,0,0,
398,7,55.0,54.5,2.8,3.4,0,0,0,0,0,0,0,0,
401,7,55.0,18.0,4.0,4.5,0,0,0,0,0,0,0,0,
402,13,55.0,55.0,4.5,4.5,0,0,1,0,0,0,0,0,
405,21,55.0,55.0,2.9,3.2,0,0,1,0,0,0,0,0,
410,12,55.0,51.5,3.8,4.1,0,0,0,0,0,0,0,0,
414,17,55.0,54.5,5.4,5.6,0,0,0,0,0,1,0,0,
415,20,55.0,53.5,3.9,5.1,0,1,0,0,0,0,0,0,
1621,7,55.0,51.5,4.6,4.9,0,0,0,0,0,0,0,0,
1634,4,55.0,54.0,3.5,4.0,0,0,0,0,0,0,0,0,
1641,15,55.0,32.5,4.4,4.6,0,1,1,0,0,0,0,0,
1641,21,55.0,54.0,3.4,3.8,0,0,0,0,0,0,0,0,
1657,9,55.0,54.0,3.0,3.8,0,0,0,0,0,0,1,0,
1659,2,55.0,55.0,3.9,4.4,0,0,1,0,0,0,0,0,
1662,7,55.0,53.5,2.7,3.0,0,0,0,0,0,0,0,0,
1683,14,55.0,55.0,2.8,3.2,0,0,0,0,0,0,0,0,
1683,16,55.0,55.0,3.9,4.2,0,0,0,0,0,0,0,0,
1684,9,55.0,51.0,2.5,2.7,0,0,1,0,0,0,0,0,
1685,5,55.0,53.5,2.4,2.7,0,0,0,0,0,0,0,0,
1686,3,55.0,54.5,3.7,4.4,0,0,0,0,0,0,1,0,
1694,3,55.0,55.0,2.4,2.5,0,0,1,0,0,1,0,0,
1811,12,55.0,54.0,3.2,3.9,0,0,0,0,0,0,0,0,
1835,8,55.0,53.5,3.7,4.7,0,0,0,0,0,0,0,0,
1835,10,55.0,54.0,3.2,3.4,0,0,0,0,0,0,0,0,
1843,11,55.0,55.0,2.3,2.4,0,0,1,0,0,1,0,0,
1847,20,55.0,53.5,3.1,3.6,0,0,0,0,0,0,0,0,
1848,8,55.0,54.5,2.3,2.9,0,0,1,0,0,0,0,0,
1849,22,55.0,55.0,3.6,4.0,0,0,0,0,0,0,1,1,
1852,21,55.0,54.0,3.9,5.2,1,0,1,0,0,0,0,0,
1888,1,55.0,50.0,2.4,2.6,0,0,0,0,r,0,0,0,
1899,7,55.0,54.0,5.3,6.1,0,0,0,0,0,0,0,0,
1930,24,55.0,54.5,3.1,3.6,0,0,0,0,0,0,0,0,
1932,1,55.0,49.0,3.3,3.6,0,0,0,0,b,0,0,0,
1966,7,55.0,52.0,3.4,3.7,0,0,1,0,0,0,0,0,
1973,2,55.0,55.0,4.7,5.0,0,1,0,0,0,2,0,0,
1982,4,55.0,54.0,5.6,6.2,0,0,0,0,0,0,0,0,
1982,21,55.0,54.0,4.2,4.6,0,0,1,0,0,0,0,0,
9,10,55.5,53.0,3.1,3.6,0,0,0,0,0,0,0,0,
17,11,55.5,55.0,3.1,3.3,0,0,1,0,0,0,0,0,
31,8,55.5,55.0,5.4,6.4,0,0,0,0,0,0,0,0,
54,10,55.5,55.5,3.2,3.3,0,0,0,0,0,0,0,0,width written as 32.2 -- this cannot be correct
56,2,55.5,49.5,2.8,3.3,0,0,0,0,y,0,0,0,
64,2,55.5,54.0,4.0,4.8,0,0,0,0,0,2,0,0,
66,14,55.5,54.5,3.4,4.3,0,0,0,0,y,0,0,0,
68,12,55.5,55.5,6.4,7.2,0,0,0,0,0,0,0,0,
71,12,55.5,55.5,4.5,5.6,0,0,0,0,0,0,0,0,
75,14,55.5,8.0,3.4,3.6,0,0,0,0,0,0,0,0,
87,8,55.5,16.0,3.7,4.3,0,0,0,0,0,0,0,0,
87,10,55.5,54.5,4.5,5.4,0,0,1,0,0,1,0,0,
97,2,55.5,55.5,3.3,3.2,0,0,0,0,0,2,0,0,
102,7,55.5,53.5,2.5,2.6,0,0,0,0,0,0,0,0,
107,10,55.5,55.0,1.8,2.4,0,0,1,0,0,0,0,0,
107,18,55.5,54.0,2.8,2.9,0,0,0,0,0,0,0,0,
110,14,55.5,53.0,3.4,3.9,0,0,1,0,0,0,0,0,
112,1,55.5,51.5,2.3,2.2,0,0,0,0,r,0,0,0,
159,6,55.5,55.0,3.3,4.1,0,0,0,0,0,0,0,0,
162,24,55.5,55.0,2.5,2.6,0,0,0,0,0,0,0,0,
165,20,55.5,55.0,4.5,5.0,0,0,0,0,0,0,0,0,
172,26,55.5,55.5,NA,4.5,0,0,0,0,0,0,0,0,missed mid_wd
195,4,55.5,55.0,4.0,4.2,0,0,0,0,0,0,1,0,
195,6,55.5,55.0,4.3,4.5,0,0,1,0,0,0,0,0,
195,12,55.5,54.5,3.7,3.9,0,0,0,0,0,0,0,0,
200,5,55.5,53.5,2.0,2.3,0,0,0,0,0,0,0,0,
201,2,55.5,52.5,3.3,3.3,0,0,0,0,r,0,0,0,
201,7,55.5,55.5,3.3,3.8,0,0,1,0,0,0,0,0,
204,20,55.5,54.5,2.9,2.8,0,0,0,0,0,0,0,0,
208,25,55.5,55.5,2.4,2.6,0,0,0,0,0,0,0,0,
213,24,55.5,53.5,2.5,2.8,0,0,0,0,0,y,0,0,
216,12,55.5,55.0,4.0,4.3,0,0,1,0,0,0,0,0,
252,18,55.5,55.0,2.1,2.0,0,0,0,0,0,0,0,0,
255,2,55.5,54.5,3.7,4.5,0,0,1,0,0,1,0,0,
258,11,55.5,55.0,3.8,4.4,0,0,0,0,0,0,0,0,
263,2,55.5,55.0,4.1,4.4,0,0,1,0,0,1,0,0,
269,13,55.5,55.5,3.8,4.5,0,0,0,0,0,1,0,0,
270,19,55.5,55.0,3.5,4.8,0,0,0,0,0,0,0,0,
299,15,55.5,55.0,3.1,3.6,0,0,0,0,0,1,0,0,
300,1,55.5,37.0,2.6,2.4,0,0,0,0,b,0,0,0,
304,14,55.5,55.5,3.4,3.5,0,0,0,0,0,0,0,0,
313,20,55.5,55.0,4.0,4.8,0,0,1,0,0,0,0,0,
347,3,55.5,55.0,3.7,4.2,0,0,0,0,0,0,1,1,
348,7,55.5,54.0,28.0,3.2,0,0,0,0,0,0,0,0,
353,8,55.5,51.0,2.0,2.4,0,1,0,0,0,0,0,0,
356,13,55.5,54.5,4.8,5.7,0,0,0,0,0,0,0,0,
358,14,55.5,54.0,3.2,3.9,0,0,0,0,0,0,0,0,
370,3,55.5,52.5,3.4,3.7,0,0,0,0,0,0,1,0,
394,14,55.5,54.5,2.5,2.6,0,0,0,0,0,0,0,0,
394,18,55.5,30.0,4.2,4.5,0,0,0,0,0,0,0,0,
405,6,55.5,50.5,3.5,4.0,0,0,0,0,0,0,0,0,
415,18,55.5,54.0,3.6,3.9,0,0,1,0,0,0,0,0,
1643,6,55.5,55.5,2.3,2.9,0,0,1,0,0,0,0,0,
1644,10,55.5,54.5,2.4,2.4,0,0,0,0,0,0,0,0,
1649,17,55.5,55.0,3.1,4.0,0,0,0,0,0,0,0,0,
1656,4,55.5,55.5,3.1,4.5,0,0,1,0,0,0,0,0,
1659,1,55.5,43.0,3.0,3.2,1,0,0,0,y,0,0,0,
1682,6,55.5,55.5,3.1,3.0,0,0,0,0,0,0,0,0,
1683,7,55.5,54.0,3.9,4.3,0,0,0,0,0,0,0,0,
1686,9,55.5,55.0,4.6,4.6,0,0,0,0,0,0,0,0,
1691,17,55.5,55.0,2.9,3.9,0,0,0,0,0,0,0,0,
1698,12,55.5,54.0,1.9,2.1,0,0,0,0,0,0,0,0,
1698,14,55.5,55.5,2.9,3.2,0,0,0,0,0,0,0,0,
1698,23,55.5,55.0,2.1,2.2,0,0,0,0,0,0,0,0,
1700,14,55.5,58.0,3.1,3.5,0,0,0,0,0,0,0,0,
1700,15,55.5,55.5,3.1,3.3,0,0,1,0,0,0,0,0,
1802,24,55.5,55.0,2.1,2.6,0,0,0,0,0,0,0,0,
1835,6,55.5,54.5,3.9,4.9,0,0,0,0,0,0,1,0,
1840,18,55.5,54.0,2.8,3.7,0,0,1,0,0,0,0,0,
1842,7,55.5,55.5,2.3,2.4,0,0,0,0,0,0,0,0,
1845,3,55.5,54.0,3.3,3.4,0,0,1,0,0,0,0,0,
1848,9,55.5,55.0,2.4,2.7,0,0,0,0,0,0,0,0,
1851,11,55.5,5.0,3.3,3.4,0,0,0,0,0,0,0,0,
1887,15,55.5,55.0,4.9,5.4,0,0,1,0,0,0,0,0,
1889,15,55.5,55.0,2.8,3.0,0,0,0,0,0,2,0,0,
1891,12,55.5,54.0,2.6,2.7,0,0,1,0,0,0,0,0,
1895,9,55.5,54.0,2.2,2.7,0,0,0,0,0,0,0,0,
1898,7,55.5,54.0,4.1,4.5,0,0,1,0,0,0,0,0,
1971,14,55.5,54.0,3.0,3.5,0,0,1,0,0,0,0,0,
1976,2,55.5,55.0,3.8,4.4,0,0,0,0,0,2,0,0,
